Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"March 8, 1999",$288.50 oz,$289.50 oz
"March 9, 1999",$291.90 oz,$292.95 oz
"March 10, 1999",$291.50 oz,$291.80 oz
"March 11, 1999",$293.80 oz,$294.00 oz
"March 12, 1999",$293.65 oz,$292.50 oz
"March 15, 1999",$291.25 oz,$289.70 oz
"March 16, 1999",$286.80 oz,$283.00 oz
"March 17, 1999",$283.90 oz,$284.70 oz
"March 18, 1999",$284.35 oz,$283.70 oz
"March 19, 1999",$283.45 oz,$283.70 oz
"March 22, 1999",$284.50 oz,$284.30 oz
"March 23, 1999",$285.10 oz,$284.10 oz
"March 24, 1999",$284.25 oz,$284.25 oz
"March 25, 1999",$283.75 oz,$283.40 oz
"March 26, 1999",$282.00 oz,$279.80 oz
"March 29, 1999",$280.35 oz,$280.15 oz
"March 30, 1999",$280.05 oz,$279.60 oz
"March 31, 1999",$279.80 oz,$279.45 oz
"April 1, 1999",$280.50 oz,$280.55 oz
"April 6, 1999",$278.35 oz,$278.50 oz
"April 7, 1999",$280.25 oz,$280.15 oz
"April 8, 1999",$280.40 oz,$281.00 oz
"April 9, 1999",$281.60 oz,$280.60 oz
"April 12, 1999",$282.70 oz,$283.20 oz
"April 13, 1999",$282.50 oz,$283.45 oz
"April 14, 1999",$283.85 oz,$283.40 oz
"April 15, 1999",$281.25 oz,$283.65 oz
"April 16, 1999",$283.90 oz,$284.20 oz
"April 19, 1999",$284.65 oz,$284.20 oz
"April 20, 1999",$284.55 oz,$284.35 oz
"April 21, 1999",$283.90 oz,$283.25 oz
"April 22, 1999",$283.35 oz,$283.40 oz
"April 23, 1999",$283.70 oz,$283.30 oz
"April 26, 1999",$283.10 oz,$281.50 oz
"April 27, 1999",$281.50 oz,$281.05 oz
"April 28, 1999",$282.80 oz,$283.00 oz
"April 29, 1999",$283.70 oz,$283.00 oz
"April 30, 1999",$285.85 oz,$286.60 oz
"May 4, 1999",$285.60 oz,$285.30 oz
"May 5, 1999",$285.50 oz,$286.00 oz
"May 6, 1999",$288.10 oz,$287.95 oz
"May 7, 1999",$283.40 oz,$282.40 oz
"May 10, 1999",$280.65 oz,$278.00 oz
"May 11, 1999",$278.30 oz,$279.45 oz
"May 12, 1999",$278.00 oz,$277.55 oz
"May 13, 1999",$278.40 oz,$277.85 oz
"May 14, 1999",$277.20 oz,$276.00 oz
"May 17, 1999",$276.10 oz,$276.10 oz
"May 18, 1999",$274.70 oz,$275.05 oz
"May 19, 1999",$272.85 oz,$272.50 oz
"May 20, 1999",$274.40 oz,$274.00 oz
"May 21, 1999",$274.85 oz,$273.30 oz
"May 24, 1999",$272.20 oz,$272.20 oz
"May 25, 1999",$272.65 oz,$271.70 oz
"May 26, 1999",$269.50 oz,$269.50 oz
"May 27, 1999",$268.25 oz,$268.95 oz
"May 28, 1999",$271.05 oz,$268.60 oz
"June 1, 1999",$265.50 oz,$266.85 oz
"June 2, 1999",$267.05 oz,$267.15 oz
"June 3, 1999",$263.85 oz,$264.75 oz
"June 4, 1999",$266.50 oz,$265.30 oz
"June 7, 1999",$266.35 oz,$265.60 oz
"June 8, 1999",$263.85 oz,$262.35 oz
"June 9, 1999",$262.00 oz,$261.30 oz
"June 10, 1999",$258.35 oz,$258.60 oz
"June 11, 1999",$259.20 oz,$259.70 oz
"June 14, 1999",$259.30 oz,$260.35 oz
"June 15, 1999",$259.65 oz,$260.00 oz
"June 16, 1999",$258.90 oz,$258.70 oz
"June 17, 1999",$259.00 oz,$258.15 oz
"June 18, 1999",$260.50 oz,$258.95 oz
"June 21, 1999",$259.15 oz,$259.30 oz
"June 22, 1999",$259.15 oz,$258.55 oz
"June 23, 1999",$258.70 oz,$259.15 oz
"June 24, 1999",$260.70 oz,$260.15 oz
"June 25, 1999",$261.15 oz,$260.70 oz
"June 28, 1999",$260.00 oz,$260.30 oz
"June 29, 1999",$260.80 oz,$262.00 oz
"June 30, 1999",$261.20 oz,$261.00 oz
"July 1, 1999",$263.00 oz,$262.60 oz
"July 2, 1999",$262.90 oz,$263.10 oz
"July 5, 1999",$262.85 oz,$261.80 oz
"July 6, 1999",$261.30 oz,$257.60 oz
"July 7, 1999",$256.20 oz,$257.10 oz
"July 8, 1999",$256.40 oz,$257.20 oz
"July 9, 1999",$257.00 oz,$257.30 oz
"July 12, 1999",$256.05 oz,$256.00 oz
"July 13, 1999",$254.25 oz,$254.65 oz
"July 14, 1999",$255.60 oz,$255.25 oz
"July 15, 1999",$253.75 oz,$253.30 oz
"July 16, 1999",$254.80 oz,$255.65 oz
"July 19, 1999",$253.15 oz,$253.95 oz
"July 20, 1999",$253.00 oz,$252.80 oz
"July 21, 1999",$252.90 oz,$254.50 oz
"July 22, 1999",$255.35 oz,$253.95 oz
"July 23, 1999",$254.90 oz,$255.30 oz
"July 26, 1999",$253.50 oz,$253.50 oz
"July 27, 1999",$254.20 oz,$254.60 oz
"July 28, 1999",$254.00 oz,$254.10 oz
"July 29, 1999",$254.50 oz,$253.90 oz
"July 30, 1999",$256.75 oz,$255.60 oz
"August 2, 1999",$255.35 oz,$255.35 oz
"August 3, 1999",$255.70 oz,$256.00 oz
"August 4, 1999",$257.50 oz,$255.85 oz
"August 5, 1999",$256.25 oz,$256.00 oz
"August 6, 1999",$255.30 oz,$255.75 oz
"August 9, 1999",$256.45 oz,$256.50 oz
"August 10, 1999",$257.00 oz,$256.50 oz
"August 11, 1999",$256.90 oz,$257.75 oz
"August 12, 1999",$260.20 oz,$260.30 oz
"August 13, 1999",$260.70 oz,$260.45 oz
"August 16, 1999",$259.25 oz,$259.00 oz
"August 17, 1999",$259.00 oz,$259.65 oz
"August 18, 1999",$261.50 oz,$261.30 oz
"August 19, 1999",$258.60 oz,$258.00 oz
"August 20, 1999",$258.60 oz,$258.25 oz
"August 23, 1999",$257.50 oz,$255.90 oz
"August 24, 1999",$254.20 oz,$253.40 oz
"August 25, 1999",$253.20 oz,$252.85 oz
"August 26, 1999",$253.15 oz,$253.15 oz
"August 27, 1999",$254.70 oz,$253.80 oz
"August 31, 1999",$254.60 oz,$254.80 oz
"September 1, 1999",$255.45 oz,$254.70 oz
"September 2, 1999",$254.05 oz,$254.20 oz
"September 3, 1999",$255.40 oz,$254.40 oz
"September 6, 1999",$254.90 oz,$254.60 oz
"September 7, 1999",$254.90 oz,$255.60 oz
"September 8, 1999",$256.00 oz,$256.15 oz
"September 9, 1999",$256.80 oz,$256.90 oz
"September 10, 1999",$256.20 oz,$256.00 oz
"September 13, 1999",$256.60 oz,$256.30 oz
"September 14, 1999",$256.70 oz,$256.75 oz
"September 15, 1999",$257.40 oz,$257.15 oz
"September 16, 1999",$255.70 oz,$255.90 oz
"September 17, 1999",$255.20 oz,$255.10 oz
"September 20, 1999",$255.30 oz,$255.40 oz
"September 21, 1999",$255.20 oz,$258.85 oz
"September 22, 1999",$262.60 oz,$263.40 oz
"September 23, 1999",$263.40 oz,$264.35 oz
"September 24, 1999",$265.60 oz,$270.00 oz
"September 27, 1999",$281.70 oz,$281.10 oz
"September 28, 1999",$288.25 oz,$301.50 oz
"September 29, 1999",$317.25 oz,$307.00 oz
"September 30, 1999",$303.75 oz,$299.00 oz
"October 1, 1999",$303.00 oz,$307.50 oz
"October 4, 1999",$311.75 oz,$312.75 oz
"October 5, 1999",$326.25 oz,$325.50 oz
"October 6, 1999",$325.00 oz,$318.25 oz
"October 7, 1999",$318.00 oz,$323.50 oz
"October 8, 1999",$322.75 oz,$323.25 oz
"October 11, 1999",$317.75 oz,$317.75 oz
"October 12, 1999",$323.50 oz,$320.25 oz
"October 13, 1999",$320.50 oz,$321.75 oz
"October 14, 1999",$322.65 oz,$321.00 oz
"October 15, 1999",$316.00 oz,$315.75 oz
"October 18, 1999",$317.65 oz,$311.75 oz
"October 19, 1999",$309.00 oz,$309.50 oz
"October 20, 1999",$309.75 oz,$307.00 oz
"October 21, 1999",$305.50 oz,$302.85 oz
"October 22, 1999",$303.25 oz,$302.40 oz
"October 25, 1999",$302.40 oz,$302.00 oz
"October 26, 1999",$297.95 oz,$296.40 oz
"October 27, 1999",$290.40 oz,$290.60 oz
"October 28, 1999",$300.90 oz,$296.25 oz
"October 29, 1999",$298.85 oz,$299.10 oz
"November 1, 1999",$293.85 oz,$291.35 oz
"November 2, 1999",$292.05 oz,$290.75 oz
"November 3, 1999",$291.75 oz,$291.00 oz
"November 4, 1999",$292.25 oz,$290.60 oz
"November 5, 1999",$292.00 oz,$289.70 oz
"November 8, 1999",$289.00 oz,$288.25 oz
"November 9, 1999",$291.25 oz,$290.75 oz
"November 10, 1999",$291.85 oz,$295.75 oz
"November 11, 1999",$296.25 oz,$296.00 oz
"November 12, 1999",$292.80 oz,$291.25 oz
"November 15, 1999",$292.70 oz,$290.90 oz
"November 16, 1999",$292.00 oz,$294.25 oz
"November 17, 1999",$295.45 oz,$293.65 oz
"November 18, 1999",$293.65 oz,$293.60 oz
"November 19, 1999",$293.70 oz,$293.75 oz
"November 22, 1999",$294.40 oz,$294.90 oz
"November 23, 1999",$296.70 oz,$297.25 oz
"November 24, 1999",$297.85 oz,$297.50 oz
"November 25, 1999",$298.50 oz,$298.40 oz
"November 26, 1999",$297.20 oz,$296.85 oz
"November 29, 1999",$293.10 oz,$292.25 oz
"November 30, 1999",$292.00 oz,$291.35 oz
"December 1, 1999",$291.40 oz,$289.15 oz
"December 2, 1999",$289.25 oz,$286.00 oz
"December 3, 1999",$280.85 oz,$282.75 oz
"December 6, 1999",$277.25 oz,$276.10 oz
"December 7, 1999",$280.00 oz,$279.25 oz
"December 8, 1999",$283.30 oz,$280.95 oz
"December 9, 1999",$279.60 oz,$279.00 oz
"December 10, 1999",$278.45 oz,$280.65 oz
"December 13, 1999",$279.75 oz,$279.50 oz
"December 14, 1999",$280.30 oz,$279.25 oz
"December 15, 1999",$279.85 oz,$280.05 oz
"December 16, 1999",$280.25 oz,$280.30 oz
"December 17, 1999",$283.05 oz,$284.15 oz
"December 20, 1999",$284.25 oz,$284.25 oz
"December 21, 1999",$284.60 oz,$282.75 oz
"December 22, 1999",$287.00 oz,$285.75 oz
"December 23, 1999",$286.40 oz,$287.30 oz
"December 24, 1999",$287.80 oz,
"December 29, 1999",$290.65 oz,$290.90 oz
"December 30, 1999",$290.85 oz,$290.25 oz
